Breite,Laenge,Strasse
49.3504,8.1431,Landauer Straße
49.3535,8.1431,Konrad-Adenauer-Straße
49.3536,8.1431,Konrad-Adenauer-Straße
49.3556,8.1431,Maximilianstraße
49.3449,8.1432,Weinbergstraße
49.345,8.1432,Weinbergstraße
49.3451,8.1432,Weinbergstraße
49.3452,8.1432,Weinbergstraße
49.3459,8.1432,Kiesstraße
49.3488,8.1432,Schillerstraße
49.3489,8.1432,Alban-Haas-Straße
49.3501,8.1432,Landauer Straße
49.3503,8.1432,Landauer Straße
49.3535,8.1432,Konrad-Adenauer-Straße
49.3556,8.1432,Maximilianstraße
49.3557,8.1432,Maximilianstraße
49.3452,8.1433,Weinbergstraße
49.3453,8.1433,Weinbergstraße
49.3454,8.1433,Weinbergstraße
49.3455,8.1433,Weinbergstraße
49.3459,8.1433,Weinbergstraße
49.3473,8.1433,Pfalzgrafenstraße
49.3488,8.1433,Schillerstraße
49.3492,8.1433,Alban-Haas-Straße
49.35,8.1433,Landauer Straße
49.3501,8.1433,Landauer Straße
49.3502,8.1433,Landauer Straße
49.3503,8.1433,Landauer Straße
49.3535,8.1433,Konrad-Adenauer-Straße
49.3536,8.1433,Konrad-Adenauer-Straße
49.3556,8.1433,Maximilianstraße
49.3557,8.1433,Maximilianstraße
49.3405,8.1434,Dr.-Siebenpfeiffer-Straße
49.3455,8.1434,Weinbergstraße
49.3456,8.1434,Weinbergstraße
49.3457,8.1434,Weinbergstraße
49.3459,8.1434,Weinbergstraße
49.3488,8.1434,Schillerstraße
49.3489,8.1434,Schillerstraße
49.35,8.1434,Landauer Straße
49.3502,8.1434,Landauer Straße
49.3535,8.1434,Konrad-Adenauer-Straße
49.3536,8.1434,Konrad-Adenauer-Straße
49.3457,8.1435,Weinbergstraße
49.3458,8.1435,Kiesstraße
49.3459,8.1435,Weinbergstraße
49.3488,8.1435,Schillerstraße
49.3492,8.1435,Alban-Haas-Straße
49.35,8.1435,Landauer Straße
49.3502,8.1435,Landauer Straße
49.3535,8.1435,Konrad-Adenauer-Straße
49.3536,8.1435,Konrad-Adenauer-Straße
49.3557,8.1435,Maximilianstraße
49.3458,8.1436,Weinbergstraße
49.3459,8.1436,Weinbergstraße
49.346,8.1436,Weinbergstraße
49.3461,8.1436,Weinbergstraße
49.3462,8.1436,Weinbergstraße
49.3472,8.1436,Pfalzgrafenstraße
49.3488,8.1436,Schillerstraße
49.35,8.1436,Landauer Straße
49.3501,8.1436,Landauer Straße
49.3535,8.1436,Konrad-Adenauer-Straße
49.3557,8.1436,Maximilianstraße
49.3558,8.1436,Maximilianstraße
49.3405,8.1437,Dr.-Siebenpfeiffer-Straße
49.3458,8.1437,Weinbergstraße
49.346,8.1437,Weinbergstraße
49.3461,8.1437,Weinbergstraße
49.3462,8.1437,Weinbergstraße
49.3463,8.1437,Weinbergstraße
49.3487,8.1437,Schillerstraße
49.3488,8.1437,Schillerstraße
49.35,8.1437,Landauer Straße
49.3501,8.1437,Landauer Straße
49.3536,8.1437,Konrad-Adenauer-Straße
49.3558,8.1437,Maximilianstraße
49.3458,8.1438,Weinbergstraße
49.3463,8.1438,Weinbergstraße
49.3464,8.1438,Weinbergstraße
49.3465,8.1438,Weinbergstraße
49.3472,8.1438,Pfalzgrafenstraße
49.3487,8.1438,Schillerstraße
49.3488,8.1438,Schillerstraße
49.3492,8.1438,Alban-Haas-Straße
49.3535,8.1438,Konrad-Adenauer-Straße
49.3536,8.1438,Konrad-Adenauer-Straße
49.3558,8.1438,Maximilianstraße
49.3457,8.1439,Weinbergstraße
49.3464,8.1439,Weinbergstraße
49.3465,8.1439,Weinbergstraße
49.3466,8.1439,Weinbergstraße
49.3467,8.1439,Weinbergstraße
49.3468,8.1439,Weinbergstraße
49.3487,8.1439,Schillerstraße
49.35,8.1439,Landauer Straße
49.3501,8.1439,Landauer Straße
49.3536,8.1439,Konrad-Adenauer-Straße
49.3557,8.1439,Maximilianstraße
49.3558,8.1439,Maximilianstraße
49.3404,8.144,Dr.-Siebenpfeiffer-Straße
49.3405,8.144,Dr.-Siebenpfeiffer-Straße
49.3466,8.144,Weinbergstraße
49.3467,8.144,Weinbergstraße
49.3468,8.144,Weinbergstraße
49.3469,8.144,Weinbergstraße
49.3487,8.144,Schillerstraße
49.3492,8.144,Alban-Haas-Straße
49.35,8.144,Landauer Straße
49.3536,8.144,Konrad-Adenauer-Straße
49.3537,8.144,Konrad-Adenauer-Straße
49.3557,8.144,Maximilianstraße
49.3457,8.1441,Weinbergstraße
49.3468,8.1441,Weinbergstraße
49.3469,8.1441,Weinbergstraße
49.347,8.1441,Weinbergstraße
49.3471,8.1441,Pfalzgrafenstraße
49.3487,8.1441,Schillerstraße
49.3499,8.1441,Landauer Straße
49.3536,8.1441,Konrad-Adenauer-Straße
49.3537,8.1441,Konrad-Adenauer-Straße
49.3558,8.1441,Maximilianstraße
49.3404,8.1442,Dr.-Siebenpfeiffer-Straße
49.3457,8.1442,Weinbergstraße
49.347,8.1442,Weinbergstraße
49.3471,8.1442,Weinbergstraße
49.3486,8.1442,Schillerstraße
49.3487,8.1442,Schillerstraße
49.3499,8.1442,Landauer Straße
49.35,8.1442,Landauer Straße
49.3558,8.1442,Maximilianstraße
49.3559,8.1442,Maximilianstraße
49.3404,8.1443,Dr.-Siebenpfeiffer-Straße
49.3471,8.1443,Pfalzgrafenstraße
49.3486,8.1443,Schillerstraße
49.3492,8.1443,Alban-Haas-Straße
49.3498,8.1443,Landauer Straße
49.3536,8.1443,Konrad-Adenauer-Straße
49.3537,8.1443,Werderstraße
49.3559,8.1443,Maximilianstraße
49.3471,8.1444,Pfalzgrafenstraße
49.3486,8.1444,Schillerstraße
49.3498,8.1444,Landauer Straße
49.3499,8.1444,Landauer Straße
49.3536,8.1444,Konrad-Adenauer-Straße
49.3537,8.1444,Werderstraße
49.3559,8.1444,Maximilianstraße
49.3404,8.1445,Dr.-Siebenpfeiffer-Straße
49.3471,8.1445,Pfalzgrafenstraße
49.3486,8.1445,Schillerstraße
49.3492,8.1445,Alban-Haas-Straße
49.3497,8.1445,Landauer Straße
49.3536,8.1445,Neumayerstraße
49.356,8.1445,Maximilianstraße
49.3403,8.1446,Dr.-Siebenpfeiffer-Straße
49.3471,8.1446,Schillerstraße
49.3485,8.1446,Schillerstraße
49.3486,8.1446,Schillerstraße
49.3497,8.1446,Landauer Straße
49.3498,8.1446,Landauer Straße
49.3536,8.1446,Neumayerstraße
49.3537,8.1446,Werderstraße
49.3558,8.1446,Maximilianstraße
49.3559,8.1446,Maximilianstraße
49.3471,8.1447,Schillerstraße
49.3485,8.1447,Schillerstraße
49.3491,8.1447,Alban-Haas-Straße
49.3537,8.1447,Konrad-Adenauer-Straße
49.3559,8.1447,Maximilianstraße
49.3403,8.1448,Dr.-Siebenpfeiffer-Straße
49.3471,8.1448,Schillerstraße
49.3485,8.1448,Schillerstraße
49.3497,8.1448,Landauer Straße
49.3498,8.1448,Landauer Straße
49.3536,8.1448,Konrad-Adenauer-Straße
49.356,8.1448,Maximilianstraße
49.3403,8.1449,Dr.-Siebenpfeiffer-Straße
49.3471,8.1449,Schillerstraße
49.3484,8.1449,Schillerstraße
49.3485,8.1449,Schillerstraße
49.3491,8.1449,Alban-Haas-Straße
49.3497,8.1449,Landauer Straße
49.3537,8.1449,Konrad-Adenauer-Straße
49.3559,8.1449,Wiesenstraße
49.356,8.1449,Maximilianstraße
49.3471,8.145,Stiftstraße
49.3483,8.145,Schillerstraße
49.3484,8.145,Schillerstraße
49.3491,8.145,Alban-Haas-Straße
49.3496,8.145,Landauer Straße
49.3498,8.145,Landauer Straße
49.3537,8.145,Konrad-Adenauer-Straße
49.356,8.145,Maximilianstraße
49.3402,8.1451,Dr.-Siebenpfeiffer-Straße
49.3471,8.1451,Stiftstraße
49.3472,8.1451,Schillerstraße
49.3482,8.1451,Schillerstraße
49.3483,8.1451,Schillerstraße
49.3484,8.1451,Schillerstraße
49.3491,8.1451,Alban-Haas-Straße
49.3492,8.1451,Alban-Haas-Straße
49.3496,8.1451,Landauer Straße
49.3497,8.1451,Landauer Straße
49.3559,8.1451,Wiesenstraße
49.3402,8.1452,Dr.-Siebenpfeiffer-Straße
49.3472,8.1452,Stiftstraße
49.3473,8.1452,Schillerstraße
49.3474,8.1452,Schillerstraße
49.348,8.1452,Schillerstraße
49.3481,8.1452,Schillerstraße
49.3482,8.1452,Schillerstraße
49.3491,8.1452,Alban-Haas-Straße
49.3492,8.1452,Alban-Haas-Straße
49.3497,8.1452,Landauer Straße
49.3537,8.1452,Konrad-Adenauer-Straße
49.356,8.1452,Maximilianstraße
49.3561,8.1452,Maximilianstraße
49.3401,8.1453,Dr.-Siebenpfeiffer-Straße
49.3474,8.1453,Schillerstraße
49.3475,8.1453,Schillerstraße
49.3476,8.1453,Schillerstraße
49.3477,8.1453,Schillerstraße
49.3478,8.1453,Schillerstraße
49.3479,8.1453,Schillerstraße
49.348,8.1453,Schillerstraße
49.3491,8.1453,Alban-Haas-Straße
49.3495,8.1453,Landauer Straße
49.3497,8.1453,Landauer Straße
49.3537,8.1453,Konrad-Adenauer-Straße
49.3538,8.1453,Werderstraße
49.3561,8.1453,Maximilianstraße
49.3401,8.1454,Dr.-Siebenpfeiffer-Straße
49.3491,8.1454,Alban-Haas-Straße
49.3496,8.1454,Landauer Straße
49.356,8.1454,Wallgasse
49.3561,8.1454,Maximilianstraße
49.3401,8.1455,Dr.-Siebenpfeiffer-Straße
49.3496,8.1455,Von-der-Tann-Straße
49.3497,8.1455,Von-der-Tann-Straße
49.3537,8.1455,Werderstraße
49.3538,8.1455,Werderstraße
49.3561,8.1455,Maximilianstraße
49.3401,8.1457,Dr.-Siebenpfeiffer-Straße
49.3491,8.1457,Alban-Haas-Straße
49.3495,8.1457,Landauer Straße
49.3496,8.1457,Von-der-Tann-Straße
49.3538,8.1457,Konrad-Adenauer-Straße
49.3561,8.1457,Maximilianstraße
49.3562,8.1457,Maximilianstraße
49.3401,8.1458,Dr.-Siebenpfeiffer-Straße
49.3494,8.1458,Landauer Straße
49.3496,8.1458,Von-der-Tann-Straße
49.3538,8.1458,Konrad-Adenauer-Straße
49.3561,8.1458,Maximilianstraße
49.34,8.1459,Dr.-Siebenpfeiffer-Straße
49.3491,8.1459,Alban-Haas-Straße
49.3494,8.1459,Landauer Straße
49.3537,8.1459,Konrad-Adenauer-Straße
49.3562,8.1459,Maximilianstraße
49.34,8.146,Dr.-Siebenpfeiffer-Straße
49.3495,8.146,Landauer Straße
49.3538,8.146,Konrad-Adenauer-Straße
49.3539,8.146,Konrad-Adenauer-Straße
49.3562,8.146,Maximilianstraße
49.3491,8.1461,Alban-Haas-Straße
49.3493,8.1461,Landauer Straße
49.3495,8.1461,Landauer Straße
49.3538,8.1461,Konrad-Adenauer-Straße
49.3562,8.1461,Maximilianstraße
49.34,8.1462,Dr.-Siebenpfeiffer-Straße
49.3492,8.1462,Alban-Haas-Straße
49.3493,8.1462,Landauer Straße
49.3494,8.1462,Landauer Straße
49.3539,8.1462,Konrad-Adenauer-Straße
49.3563,8.1462,Maximilianstraße
49.34,8.1463,Dr.-Siebenpfeiffer-Straße
49.3491,8.1463,Alban-Haas-Straße
49.3493,8.1463,Landauer Straße
49.3495,8.1463,Landauer Straße
49.3538,8.1463,Konrad-Adenauer-Straße
49.3562,8.1463,Maximilianstraße
49.3563,8.1463,Maximilianstraße
49.3494,8.1464,Landauer Straße
49.3538,8.1464,Konrad-Adenauer-Straße
49.3563,8.1464,Maximilianstraße
49.34,8.1465,Dr.-Siebenpfeiffer-Straße
49.3491,8.1465,Hoher Röderweg
49.3493,8.1465,Landauer Straße
49.3494,8.1465,Landauer Straße
49.3495,8.1465,Landauer Straße
49.3539,8.1465,Wiesenstraße
49.34,8.1466,Dr.-Siebenpfeiffer-Straße
49.3493,8.1466,Landauer Straße
49.3538,8.1466,Konrad-Adenauer-Straße
49.3539,8.1466,Konrad-Adenauer-Straße
49.3563,8.1466,Maximilianstraße
49.3491,8.1467,Alban-Haas-Straße
49.3492,8.1467,Landauer Straße
49.3538,8.1467,Konrad-Adenauer-Straße
49.3539,8.1467,Konrad-Adenauer-Straße
49.3563,8.1467,Maximilianstraße
49.34,8.1468,Dr.-Siebenpfeiffer-Straße
49.3492,8.1468,Landauer Straße
49.3539,8.1468,Konrad-Adenauer-Straße
49.3563,8.1468,Maximilianstraße
49.3564,8.1468,Maximilianstraße
49.34,8.1469,Dr.-Siebenpfeiffer-Straße
49.3491,8.1469,Alban-Haas-Straße
49.3493,8.1469,Landauer Straße
49.3539,8.1469,Konrad-Adenauer-Straße
49.3563,8.1469,Maximilianstraße
49.3564,8.1469,Maximilianstraße
49.349,8.147,Landauer Straße
49.3492,8.147,Landauer Straße
49.3538,8.147,Konrad-Adenauer-Straße
49.34,8.1471,Dr.-Siebenpfeiffer-Straße
49.3491,8.1471,Landauer Straße
49.3539,8.1471,Konrad-Adenauer-Straße
49.3564,8.1471,Maximilianstraße
49.34,8.1472,Dr.-Siebenpfeiffer-Straße
49.3491,8.1472,Landauer Straße
49.3492,8.1472,Landauer Straße
49.3539,8.1472,Konrad-Adenauer-Straße
49.3564,8.1472,Maximilianstraße
49.349,8.1473,Landauer Straße
49.3491,8.1473,Landauer Straße
49.3539,8.1473,Konrad-Adenauer-Straße
49.34,8.1474,Dr.-Siebenpfeiffer-Straße
49.349,8.1474,Landauer Straße
49.3539,8.1474,Konrad-Adenauer-Straße
49.3564,8.1474,Maximilianstraße
49.3565,8.1474,Maximilianstraße
49.3399,8.1475,Dr.-Siebenpfeiffer-Straße
49.349,8.1475,Landauer Straße
49.354,8.1475,Konrad-Adenauer-Straße
49.3565,8.1475,Maximilianstraße
49.3399,8.1476,Dr.-Siebenpfeiffer-Straße
49.3489,8.1476,Landauer Straße
49.349,8.1476,Landauer Straße
49.3539,8.1476,Konrad-Adenauer-Straße
49.354,8.1476,Konrad-Adenauer-Straße
49.3566,8.1476,Maximilianstraße
49.3399,8.1477,Dr.-Siebenpfeiffer-Straße
49.3489,8.1477,Landauer Straße
49.3516,8.1477,Friedrich-Ebert-Straße
49.3517,8.1477,Bismarckstraße
49.3518,8.1477,Bismarckstraße
49.3519,8.1477,Bismarckstraße
49.352,8.1477,Bismarckstraße
49.3521,8.1477,Richard-Wagner-Straße
49.354,8.1477,Konrad-Adenauer-Straße
49.3565,8.1477,Maximilianstraße
49.3566,8.1477,Maximilianstraße
49.3399,8.1478,Dr.-Siebenpfeiffer-Straße
49.3489,8.1478,Landauer Straße
49.3516,8.1478,Friedrich-Ebert-Straße
49.3521,8.1478,Richard-Wagner-Straße
49.3539,8.1478,Konrad-Adenauer-Straße
49.354,8.1478,Konrad-Adenauer-Straße
49.3565,8.1478,Maximilianstraße
49.3566,8.1478,Maximilianstraße
49.3399,8.1479,Dr.-Siebenpfeiffer-Straße
49.3488,8.1479,Landauer Straße
49.3516,8.1479,Friedrich-Ebert-Straße
49.3539,8.1479,Konrad-Adenauer-Straße
49.354,8.1479,Konrad-Adenauer-Straße
49.3399,8.148,Dr.-Siebenpfeiffer-Straße
49.3487,8.148,Landauer Straße
49.3488,8.148,Landauer Straße
49.3489,8.148,Landauer Straße
49.3521,8.148,Richard-Wagner-Straße
49.3565,8.148,Maximilianstraße
49.3566,8.148,Maximilianstraße
49.3399,8.1481,Dr.-Siebenpfeiffer-Straße
49.3487,8.1481,Landauer Straße
49.3488,8.1481,Landauer Straße
49.3515,8.1481,Friedrich-Ebert-Straße
49.354,8.1481,Konrad-Adenauer-Straße
49.3566,8.1481,Maximilianstraße
49.3399,8.1482,Dr.-Siebenpfeiffer-Straße
49.3487,8.1482,Landauer Straße
49.3521,8.1482,Richard-Wagner-Straße
49.354,8.1482,Konrad-Adenauer-Straße
49.3567,8.1482,Maximilianstraße
49.3399,8.1483,Dr.-Siebenpfeiffer-Straße
49.3486,8.1483,Landauer Straße
49.3488,8.1483,Landauer Straße
49.3515,8.1483,Friedrich-Ebert-Straße
49.3566,8.1483,Maximilianstraße
49.3567,8.1483,Maximilianstraße
49.3399,8.1484,Dr.-Siebenpfeiffer-Straße
49.3486,8.1484,Landauer Straße
49.3487,8.1484,Landauer Straße
49.3515,8.1484,Friedrich-Ebert-Straße
49.3521,8.1484,Richard-Wagner-Straße
49.354,8.1484,Konrad-Adenauer-Straße
49.3567,8.1484,Maximilianstraße
49.3568,8.1484,Maximilianstraße
49.3399,8.1485,Dr.-Siebenpfeiffer-Straße
49.3485,8.1485,Landauer Straße
49.3486,8.1485,Landauer Straße
49.3487,8.1485,Landauer Straße
49.3521,8.1485,Richard-Wagner-Straße
49.354,8.1485,Konrad-Adenauer-Straße
49.3568,8.1485,Maximilianstraße
49.3398,8.1486,Dr.-Siebenpfeiffer-Straße
49.3487,8.1486,Landauer Straße
49.3541,8.1486,Konrad-Adenauer-Straße
49.3568,8.1486,Maximilianstraße
49.3398,8.1487,Dr.-Siebenpfeiffer-Straße
49.3485,8.1487,Landauer Straße
49.3486,8.1487,Landauer Straße
49.3514,8.1487,Friedrich-Ebert-Straße
49.3521,8.1487,Richard-Wagner-Straße
49.354,8.1487,Konrad-Adenauer-Straße
49.3569,8.1487,Maximilianstraße
49.3485,8.1488,Landauer Straße
49.3486,8.1488,Landauer Straße
49.3569,8.1488,Maximilianstraße
49.3397,8.1489,Dr.-Siebenpfeiffer-Straße
49.3514,8.1489,Friedrich-Ebert-Straße
49.3521,8.1489,Kirchstraße
49.3541,8.1489,Konrad-Adenauer-Straße
49.357,8.1489,Maximilianstraße
49.3397,8.149,Dr.-Siebenpfeiffer-Straße
49.3484,8.149,Landauer Straße
49.354,8.149,Konrad-Adenauer-Straße
49.357,8.149,Winzinger Straße
49.3571,8.149,Maximilianstraße
49.3396,8.1491,Dr.-Siebenpfeiffer-Straße
49.3484,8.1491,Landauer Straße
49.3485,8.1491,Landauer Straße
49.3513,8.1491,Friedrich-Ebert-Straße
49.3521,8.1491,Richard-Wagner-Straße
49.3572,8.1491,Haardter Straße
49.3395,8.1492,Dr.-Siebenpfeiffer-Straße
49.3396,8.1492,Dr.-Siebenpfeiffer-Straße
49.3521,8.1492,Richard-Wagner-Straße
49.354,8.1492,Konrad-Adenauer-Straße
49.3541,8.1492,Konrad-Adenauer-Straße
49.3573,8.1492,Mußbacher Landstraße
49.3574,8.1492,Mußbacher Landstraße
49.3394,8.1493,Dr.-Siebenpfeiffer-Straße
49.3395,8.1493,Dr.-Siebenpfeiffer-Straße
49.3483,8.1493,Landauer Straße
49.3513,8.1493,Friedrich-Ebert-Straße
49.3573,8.1493,Mußbacher Landstraße
49.3394,8.1494,Dr.-Siebenpfeiffer-Straße
49.3483,8.1494,Landauer Straße
49.3512,8.1494,Friedrich-Ebert-Straße
49.3513,8.1494,Friedrich-Ebert-Straße
49.3521,8.1494,Richard-Wagner-Straße
49.3541,8.1494,Konrad-Adenauer-Straße
49.3576,8.1494,Mußbacher Landstraße
49.3512,8.1495,Friedrich-Ebert-Straße
49.3521,8.1495,Richard-Wagner-Straße
49.3573,8.1495,Robert-Stolz-Straße
49.3576,8.1495,Mußbacher Landstraße
49.3578,8.1495,Mußbacher Landstraße
49.3393,8.1496,Dr.-Siebenpfeiffer-Straße
49.3482,8.1496,Landauer Straße
49.352,8.1496,Richard-Wagner-Straße
49.3577,8.1496,Mußbacher Landstraße
49.3578,8.1496,Mußbacher Landstraße
49.3579,8.1496,Mußbacher Landstraße
49.3482,8.1497,Landauer Straße
49.3512,8.1497,Friedrich-Ebert-Straße
49.3542,8.1497,Konrad-Adenauer-Straße
49.3573,8.1497,Robert-Stolz-Straße
49.3579,8.1497,Mußbacher Landstraße
49.3392,8.1498,Dr.-Siebenpfeiffer-Straße
49.3481,8.1498,Landauer Straße
49.3511,8.1498,Friedrich-Ebert-Straße
49.352,8.1498,Richard-Wagner-Straße
49.3541,8.1498,Konrad-Adenauer-Straße
49.3542,8.1498,Konrad-Adenauer-Straße
49.358,8.1498,Mußbacher Landstraße
49.3581,8.1498,Mußbacher Landstraße
49.3391,8.1499,Dr.-Siebenpfeiffer-Straße
49.3481,8.1499,Landauer Straße
49.3541,8.1499,Konrad-Adenauer-Straße
49.3573,8.1499,Robert-Stolz-Straße
49.3582,8.1499,Mußbacher Landstraße
49.3583,8.1499,Mußbacher Landstraße
49.348,8.15,Landauer Straße
49.3481,8.15,Landauer Straße
49.3511,8.15,Friedrich-Ebert-Straße
49.3521,8.15,Richard-Wagner-Straße
49.3541,8.15,Konrad-Adenauer-Straße
49.3542,8.15,Konrad-Adenauer-Straße
49.355,8.15,Winzinger Straße
49.3551,8.15,Winzinger Straße
49.3583,8.15,Mußbacher Landstraße
49.3585,8.15,Mußbacher Landstraße
49.3391,8.1501,Dr.-Siebenpfeiffer-Straße
49.3481,8.1501,Landauer Straße
49.3541,8.1501,Konrad-Adenauer-Straße
49.3542,8.1501,Konrad-Adenauer-Straße
49.3547,8.1501,Mönchgartenstraße
49.3548,8.1501,Winzinger Straße
49.3549,8.1501,Winzinger Straße
49.3552,8.1501,Winzinger Straße
49.3553,8.1501,Winzinger Straße
49.3573,8.1501,Robert-Stolz-Straße
49.3585,8.1501,Mußbacher Landstraße
49.348,8.1502,Landauer Straße
49.3481,8.1502,Landauer Straße
49.3511,8.1502,Friedrich-Ebert-Straße
49.3521,8.1502,Richard-Wagner-Straße
49.3541,8.1502,Konrad-Adenauer-Straße
49.3542,8.1502,Konrad-Adenauer-Straße
49.3543,8.1502,Winzinger Straße
49.3544,8.1502,Winzinger Straße
49.3545,8.1502,Mönchgartenstraße
49.3546,8.1502,Mönchgartenstraße
49.3554,8.1502,Winzinger Straße
49.3586,8.1502,Mußbacher Landstraße
49.3391,8.1503,Dr.-Siebenpfeiffer-Straße
49.348,8.1503,Landauer Straße
49.351,8.1503,Friedrich-Ebert-Straße
49.3541,8.1503,Winzinger Straße
49.3542,8.1503,Winzinger Straße
49.3555,8.1503,Winzinger Straße
49.3587,8.1503,Mußbacher Landstraße
49.3588,8.1503,Mußbacher Landstraße
49.3391,8.1504,Dr.-Siebenpfeiffer-Straße
49.3479,8.1504,Landauer Straße
49.348,8.1504,Landauer Straße
49.3521,8.1504,Richard-Wagner-Straße
49.3541,8.1504,Winzinger Straße
49.3555,8.1504,Winzinger Straße
49.3573,8.1504,Robert-Stolz-Straße
49.3588,8.1504,Mußbacher Landstraße
49.359,8.1504,Mußbacher Landstraße
49.3479,8.1505,Landauer Straße
49.351,8.1505,Friedrich-Ebert-Straße
49.3521,8.1505,Winzinger Straße
49.3542,8.1505,Konrad-Adenauer-Straße
49.3555,8.1505,Winzinger Straße
49.359,8.1505,Mußbacher Landstraße
49.3391,8.1506,Unbekannt
49.3478,8.1506,Landauer Straße
49.3521,8.1506,Richard-Wagner-Straße
49.3542,8.1506,Konrad-Adenauer-Straße
49.3555,8.1506,Winzinger Straße
49.3573,8.1506,Robert-Stolz-Straße
49.3591,8.1506,Mußbacher Landstraße
49.3592,8.1506,Mußbacher Landstraße
49.3391,8.1507,Dr.-Siebenpfeiffer-Straße
49.3477,8.1507,Landauer Straße
49.3479,8.1507,Landauer Straße
49.3509,8.1507,Friedrich-Ebert-Straße
49.3554,8.1507,Winzinger Straße
49.3592,8.1507,Mußbacher Landstraße
49.3593,8.1507,Mußbacher Landstraße
49.3594,8.1507,Mußbacher Landstraße
49.3394,8.1508,Landauer Straße
49.3396,8.1508,Landauer Straße
49.3398,8.1508,Landauer Straße
49.3521,8.1508,Richard-Wagner-Straße
49.3542,8.1508,Konrad-Adenauer-Straße
49.3593,8.1508,Mußbacher Landstraße
49.3595,8.1508,Mußbacher Landstraße
49.3397,8.1509,Landauer Straße
49.3399,8.1509,Landauer Straße
49.3401,8.1509,Landauer Straße
49.3403,8.1509,Landauer Straße
49.3404,8.1509,Landauer Straße
49.3478,8.1509,Landauer Straße
49.3509,8.1509,Friedrich-Ebert-Straße
49.3521,8.1509,Richard-Wagner-Straße
49.3543,8.1509,Konrad-Adenauer-Straße
49.3554,8.1509,Martin-Luther-Straße
49.3594,8.1509,Mußbacher Landstraße
49.3402,8.151,Landauer Straße
49.3403,8.151,Europastraße
49.3404,8.151,Landauer Straße
49.3406,8.151,Landauer Straße
49.3478,8.151,Landauer Straße
49.3554,8.151,Martin-Luther-Straße
49.3573,8.151,Robert-Stolz-Straße
49.3594,8.151,Mußbacher Landstraße
49.3595,8.151,Mußbacher Landstraße
49.3406,8.1511,Europastraße
49.3408,8.1511,Landauer Straße
49.341,8.1511,Landauer Straße
49.3476,8.1511,Landauer Straße
49.3477,8.1511,Winzinger Straße
49.3478,8.1511,Landauer Straße
49.352,8.1511,Richard-Wagner-Straße
49.3542,8.1511,Konrad-Adenauer-Straße
49.3543,8.1511,Konrad-Adenauer-Straße
49.3554,8.1511,Martin-Luther-Straße
49.3594,8.1511,Mußbacher Landstraße
49.3409,8.1512,Landauer Straße
49.341,8.1512,Landauer Straße
49.3412,8.1512,Landauer Straße
49.3414,8.1512,Landauer Straße
49.3476,8.1512,Landauer Straße
49.3478,8.1512,Winzinger Straße
49.3574,8.1512,Martin-Luther-Straße
49.3594,8.1512,Mußbacher Landstraße
49.3597,8.1512,Mußbacher Landstraße
49.3412,8.1513,Landauer Straße
49.3413,8.1513,Landauer Straße
49.3416,8.1513,Landauer Straße
49.3478,8.1513,Winzinger Straße
49.3479,8.1513,Winzinger Straße
49.3542,8.1513,Konrad-Adenauer-Straße
49.3554,8.1513,Mönchgartenstraße
49.3594,8.1513,Mußbacher Landstraße
49.3596,8.1513,Mußbacher Landstraße
49.3598,8.1513,Mußbacher Landstraße
49.3418,8.1514,Landauer Straße
49.3476,8.1514,Landauer Straße
49.3479,8.1514,Winzinger Straße
49.348,8.1514,Winzinger Straße
49.3481,8.1514,Winzinger Straße
49.3543,8.1514,Konrad-Adenauer-Straße
49.3554,8.1514,Mönchgartenstraße
49.3574,8.1514,Robert-Stolz-Straße
49.3593,8.1514,Mußbacher Landstraße
49.3596,8.1514,Mußbacher Landstraße
49.3598,8.1514,Mußbacher Landstraße
49.3599,8.1514,Mußbacher Landstraße
49.3417,8.1515,Landauer Straße
49.3419,8.1515,Landauer Straße
49.3475,8.1515,Landauer Straße
49.3481,8.1515,Winzinger Straße
49.3482,8.1515,Winzinger Straße
49.3484,8.1515,Winzinger Straße
49.352,8.1515,Richard-Wagner-Straße
49.3596,8.1515,Mußbacher Landstraße
49.3598,8.1515,Mußbacher Landstraße
49.3419,8.1516,Landauer Straße
49.3422,8.1516,Landauer Straße
49.3475,8.1516,Landauer Straße
49.3481,8.1516,Winzinger Straße
49.3483,8.1516,Winzinger Straße
49.3484,8.1516,Winzinger Straße
49.3485,8.1516,Winzinger Straße
49.3486,8.1516,Winzinger Straße
49.3487,8.1516,Winzinger Straße
49.352,8.1516,Richard-Wagner-Straße
49.3542,8.1516,Konrad-Adenauer-Straße
49.3543,8.1516,Konrad-Adenauer-Straße
49.3554,8.1516,Mönchgartenstraße
49.3574,8.1516,Robert-Stolz-Straße
49.3592,8.1516,Martin-Luther-Straße
49.3593,8.1516,Martin-Luther-Straße
49.3595,8.1516,Martin-Luther-Straße
49.3596,8.1516,Martin-Luther-Straße
